age_group,gender,employment_status,income_bracket_aed,fitness_goal,workouts_per_week,diet_style,allergy_flags,orders_per_week,avg_spend_aed,preferred_meal_time,subscribe_intent,meals_per_week_sub,max_budget_aed,nutrition_tracking_importance,customization_level,spice_level,pause_likelihood,fav_add_ons,eco_pack_score,distance_km,diet_change_freq,nps_intent
2,1,2,4,1,1,1,None,7,84.6,3,2,7,2212.0,4,1,3,4,Side salad,4,1,2,3
2,2,3,2,1,2,4,None,5,55.3,2,3,7,1273.0,5,2,2,2,Side salad,5,2,2,8
3,1,1,1,2,2,3,None,4,59.3,3,3,4,1127.0,4,3,3,2,None,4,2,1,6
3,2,2,3,3,4,5,Dairy,4,89.5,3,2,3,1015.0,3,2,1,4,None,5,2,1,3
4,2,3,3,2,6,5,None,5,56.8,1,3,7,1396.0,5,2,4,4,Protein shake,4,2,2,0
2,1,1,1,3,1,3,Dairy,6,48.6,3,2,8,1813.0,3,1,4,4,None,5,4,0,1
3,3,4,4,3,1,7,None,7,81.5,3,3,7,2000.0,3,3,2,4,"Protein shake,Dessert pot,Side salad",4,3,0,5
3,2,1,2,1,1,1,None,3,76.6,2,1,3,930.0,2,1,3,5,"Protein shake,Dessert pot",4,3,0,3
2,1,2,3,4,1,1,None,8,88.9,3,3,9,3000.0,4,2,2,2,Dessert pot,4,3,0,5
3,1,2,2,1,1,3,None,13,100.7,3,1,15,3000.0,1,3,5,5,"Dessert pot,Side salad,Soup",4,4,2,0
1,2,2,4,3,0,1,Dairy,7,79.9,2,4,6,1557.0,5,2,4,2,Protein shake,4,3,1,7
2,1,2,2,1,2,2,None,3,73.8,3,2,5,1300.0,3,3,1,4,"Side salad,Soup",5,3,0,10
1,1,2,2,2,4,5,None,5,65.3,3,2,5,1509.0,3,3,5,3,"Side salad,Soup",4,1,0,0
2,1,1,1,2,7,5,None,3,53.7,3,3,4,877.0,5,1,2,3,None,2,2,1,5
2,1,1,1,1,2,1,None,4,62.0,3,4,3,800.0,5,3,2,1,Side salad,4,1,1,10
3,2,2,2,2,4,5,Shellfish,8,69.5,4,2,8,2137.0,4,1,1,5,Protein shake,1,1,0,3
5,1,2,2,1,1,4,None,7,56.6,3,3,9,2237.0,4,2,4,3,Side salad,5,1,1,3
3,1,3,2,1,2,5,None,5,77.6,1,3,5,1421.0,4,3,5,3,"Dessert pot,Side salad,Soup",3,4,0,8
3,1,2,3,1,2,6,None,4,75.9,3,3,6,1626.0,4,2,2,2,"Protein shake,Dessert pot",2,1,0,8
2,1,2,3,2,5,1,Soy,5,76.1,3,3,7,2554.0,4,2,5,2,Protein shake,3,2,0,9
3,2,2,4,3,3,3,None,9,93.2,3,3,9,2896.0,5,1,2,3,Protein shake,5,1,1,7
1,1,1,2,2,2,2,None,0,95.4,3,3,1,455.0,5,2,3,4,"Protein shake,Dessert pot",4,3,2,9
2,4,2,2,3,4,5,Nuts,6,72.8,3,4,5,1704.0,5,3,5,1,"Protein shake,Soup",5,3,1,9
2,2,5,1,3,2,4,None,5,53.8,4,1,7,1636.0,3,1,1,5,None,3,2,0,0
2,1,4,5,3,6,1,None,4,93.9,4,2,5,1940.0,3,3,3,5,"Side salad,Soup",1,1,0,3
1,2,2,1,3,1,6,Shellfish,6,49.3,2,2,6,949.0,2,2,3,5,"Protein shake,Dessert pot",5,2,1,4
1,1,2,4,2,3,5,Dairy,6,100.6,3,4,6,2545.0,5,2,3,1,"Protein shake,Side salad,Soup",5,3,0,10
2,2,4,2,3,2,6,None,6,67.6,3,2,5,1499.0,2,2,2,3,"Side salad,Soup",4,1,1,2
5,4,2,5,1,1,1,Gluten,3,97.3,3,1,3,1276.0,2,2,3,5,Soup,4,3,0,3
2,1,1,1,3,3,5,None,2,40.4,4,3,2,281.0,5,1,1,2,Dessert pot,3,1,0,10
2,1,1,1,3,5,3,None,6,55.8,3,1,5,1136.0,2,1,5,5,"Protein shake,Dessert pot",4,2,3,0
1,2,2,3,1,1,3,None,4,85.7,3,1,6,2098.0,2,2,3,5,None,2,2,0,0
3,1,5,2,3,6,5,Gluten,2,57.1,4,4,3,727.0,5,3,4,2,"Protein shake,Dessert pot",4,4,2,10
2,1,2,2,1,5,4,None,4,66.5,1,2,6,1807.0,3,3,4,3,"Protein shake,Dessert pot",4,1,3,3
1,1,1,1,1,2,4,Soy,5,32.4,4,3,5,699.0,5,1,1,3,Protein shake,3,4,1,10
2,1,2,3,1,1,1,None,7,60.0,3,3,8,1645.0,3,3,3,4,Dessert pot,4,1,3,10
1,2,3,1,3,2,5,Dairy,4,54.8,2,1,6,1062.0,3,1,4,5,None,4,4,2,6
1,1,4,1,3,6,3,"Nuts,Shellfish",6,67.8,3,2,7,1622.0,2,3,3,3,None,4,2,0,0
1,1,2,2,3,4,5,None,4,71.0,3,4,3,695.0,5,3,3,2,"Protein shake,Soup",4,1,1,10
1,2,2,2,1,2,1,None,2,76.9,2,4,4,1199.0,5,3,3,3,Soup,4,1,1,10
1,1,1,2,2,6,2,"Dairy,Nuts,Soy",3,80.9,3,2,2,591.0,3,2,3,4,"Side salad,Soup",5,1,1,6
2,1,4,2,3,4,1,Dairy,2,62.6,4,3,4,804.0,4,3,3,2,Side salad,4,4,0,2
4,2,3,2,1,3,5,None,4,75.8,2,2,3,757.0,2,3,3,3,"Protein shake,Dessert pot,Side salad",4,2,0,2
2,1,2,2,3,7,1,None,4,77.1,2,3,6,1775.0,4,2,1,3,"Dessert pot,Soup",5,2,3,6
2,2,3,2,1,2,1,Gluten,5,49.6,2,2,7,1633.0,3,3,5,5,None,1,3,2,3
2,2,2,2,1,0,4,Shellfish,5,61.0,4,3,4,1169.0,5,1,2,3,Side salad,4,2,2,6
4,1,1,1,2,3,1,Gluten,4,77.0,3,3,6,1515.0,4,3,4,4,Side salad,1,1,0,4
2,2,2,1,3,6,6,None,4,46.0,2,4,3,625.0,5,3,3,2,Protein shake,4,2,0,10
1,1,2,5,1,2,3,None,5,101.6,3,3,6,2419.0,4,2,3,2,Protein shake,3,2,3,10
3,1,2,2,1,2,6,Nuts,4,67.5,4,2,5,1415.0,4,1,3,5,None,4,1,2,0
1,2,2,3,1,3,1,"Dairy,Shellfish",3,93.0,3,3,4,1492.0,4,2,2,4,"Protein shake,Side salad",4,4,1,3
2,2,2,1,1,5,1,"Dairy,Nuts,Shellfish",2,60.9,2,4,4,1140.0,5,3,3,3,Dessert pot,2,1,0,2
2,1,2,2,1,0,1,None,1,83.7,3,1,1,332.0,1,3,5,4,None,4,3,0,0
4,2,2,3,2,5,5,None,2,78.9,2,3,1,274.0,4,3,2,2,None,4,4,1,3
2,2,1,1,3,4,1,None,6,68.6,2,4,6,1831.0,5,2,3,1,"Protein shake,Side salad",2,2,0,10
3,3,2,5,2,3,3,None,3,110.4,2,3,3,1332.0,4,3,5,3,None,1,3,3,4
5,2,2,5,3,2,6,None,4,87.2,4,1,5,1477.0,1,3,1,5,None,5,2,0,3
1,1,2,3,3,2,1,None,5,85.2,1,1,6,2013.0,1,3,1,5,Side salad,4,2,0,3
2,1,4,4,1,1,4,Gluten,7,74.7,3,4,6,1927.0,5,2,4,3,"Protein shake,Side salad",2,3,0,8
2,2,3,2,1,2,4,None,4,76.0,1,2,4,1117.0,3,2,4,5,Soup,5,2,1,2
2,1,4,3,3,3,1,None,6,87.0,2,2,7,2837.0,3,1,3,5,"Side salad,Soup",5,1,1,4
2,2,2,4,1,2,4,"Gluten,Shellfish,Soy",4,101.2,3,2,3,1384.0,3,2,3,5,"Protein shake,Soup",5,4,0,0
4,1,1,2,1,1,3,None,4,88.2,2,2,6,2174.0,2,3,5,3,None,5,2,0,7
3,1,2,3,1,2,1,None,8,69.1,4,1,8,1817.0,2,1,1,5,"Protein shake,Side salad,Soup",5,3,0,0
3,1,2,2,3,7,1,None,5,69.2,1,3,5,1430.0,5,1,2,3,Soup,5,4,0,10
2,4,2,1,2,3,5,"Gluten,Soy",6,43.3,2,2,8,1339.0,3,2,2,4,None,4,3,0,5
4,1,1,3,4,1,1,"Gluten,Shellfish",4,90.6,3,3,4,1580.0,4,2,2,2,Protein shake,4,2,0,9
5,2,4,3,3,3,2,Shellfish,5,108.1,4,3,6,2353.0,5,2,3,4,Protein shake,4,3,3,6
4,1,1,1,2,4,5,"Gluten,Nuts,Shellfish,Soy",3,55.7,4,3,4,929.0,5,2,3,2,Soup,5,2,2,4
1,1,4,2,2,7,1,Soy,7,58.2,3,3,7,1665.0,4,2,5,2,"Side salad,Soup",3,1,1,10
3,1,4,4,1,0,6,Shellfish,4,87.2,4,3,6,2115.0,5,1,3,3,"Dessert pot,Soup",4,2,2,3
1,2,2,1,1,2,1,None,3,66.0,3,3,5,1117.0,4,2,5,2,Dessert pot,5,1,1,4
2,1,3,3,1,2,1,Soy,5,78.9,1,3,4,1257.0,5,1,4,2,Soup,3,4,0,2
1,1,2,2,1,2,4,Gluten,5,63.0,3,3,6,1543.0,5,1,4,3,Dessert pot,2,2,0,3
3,1,4,5,1,4,1,Nuts,5,90.0,3,2,4,1686.0,2,3,3,4,Dessert pot,4,1,3,4
3,1,2,4,1,3,4,None,2,77.7,3,2,1,306.0,3,3,3,5,None,5,1,0,2
1,3,3,1,1,2,6,None,20,57.1,1,3,20,3000.0,4,2,1,3,None,4,2,1,7
2,2,2,3,4,1,1,Nuts,9,66.4,3,2,9,2457.0,3,1,3,3,Dessert pot,5,1,1,6
2,1,5,1,2,3,3,"Gluten,Dairy",5,45.3,3,1,4,636.0,1,1,4,5,Soup,2,2,0,0
2,2,2,2,4,2,1,"Gluten,Dairy,Shellfish",6,55.1,3,4,8,1541.0,5,2,4,1,Dessert pot,4,1,2,10
1,2,2,4,2,7,5,None,9,81.8,3,2,8,2868.0,3,2,4,4,"Dessert pot,Side salad",5,2,1,0
2,1,3,2,2,2,1,None,2,76.7,2,2,4,1239.0,3,3,2,5,None,5,1,0,4
3,2,4,3,1,3,1,None,3,70.8,3,3,3,984.0,5,1,2,4,Protein shake,5,3,1,5
1,2,2,2,1,4,4,"Nuts,Soy",7,68.9,3,2,9,2885.0,3,2,3,3,None,5,3,2,1
1,1,2,2,1,0,2,None,4,49.2,3,3,5,904.0,5,2,3,4,None,5,2,2,5
2,1,2,4,4,1,1,Shellfish,7,103.4,2,3,8,2781.0,4,3,2,2,Protein shake,3,2,3,10
4,3,5,1,4,2,7,None,5,39.1,2,3,6,880.0,5,1,3,3,Protein shake,1,2,0,10
3,2,3,5,1,8,1,Soy,5,109.7,3,3,5,1814.0,5,1,3,4,None,4,1,0,10
3,1,4,5,1,0,2,Nuts,6,108.1,3,3,8,3000.0,4,2,4,3,"Side salad,Soup",4,2,0,7
2,1,1,1,2,1,1,None,6,66.9,2,4,6,1378.0,5,2,3,2,None,5,1,0,7
2,1,2,2,1,1,5,None,6,103.8,2,3,6,2856.0,4,3,2,2,None,4,1,1,8
1,2,2,4,2,4,1,None,5,114.1,3,3,5,2205.0,4,2,2,2,None,4,1,0,8
3,2,4,3,1,6,1,None,4,65.7,4,3,4,958.0,4,2,4,4,Soup,5,2,0,1
4,4,1,1,2,7,2,Nuts,7,52.7,4,2,6,1266.0,2,2,4,4,Soup,3,4,3,4
3,1,4,3,1,11,7,None,7,86.4,3,3,6,2161.0,5,1,3,3,"Dessert pot,Side salad,Soup",4,3,0,1
4,2,2,3,2,5,1,"Nuts,Shellfish,Soy",5,59.4,3,2,5,1284.0,3,3,2,4,Protein shake,1,3,2,2
3,2,2,4,1,2,1,None,11,89.6,2,2,13,3000.0,3,2,2,5,Side salad,5,3,0,6
1,1,2,2,2,3,5,Soy,6,76.2,3,3,6,2182.0,4,2,3,3,Protein shake,4,4,0,2
4,1,2,2,4,1,1,None,5,81.4,3,2,5,1577.0,3,2,1,4,Side salad,3,3,0,10
1,3,2,4,1,1,5,Dairy,4,95.1,3,3,3,1294.0,4,3,1,3,Side salad,4,3,0,5
2,2,1,2,3,0,4,None,5,73.3,2,3,4,955.0,4,2,5,3,"Protein shake,Dessert pot",4,3,0,6
1,2,2,3,3,1,1,None,3,111.0,3,3,4,1973.0,4,2,4,4,None,5,2,0,7
1,2,4,4,4,14,3,None,3,104.5,2,2,2,853.0,3,3,4,5,None,2,1,1,6
2,1,1,1,3,3,1,"Gluten,Nuts",2,64.4,3,4,3,816.0,5,3,3,2,None,3,4,0,10
2,2,2,3,3,3,1,None,8,80.9,3,2,10,3000.0,4,1,3,4,Side salad,4,2,0,6
2,2,2,2,3,2,4,None,5,81.4,3,1,6,1989.0,3,1,2,5,Side salad,5,3,1,0
2,2,2,2,1,2,2,None,6,53.6,3,2,8,2012.0,2,3,3,5,Side salad,5,3,0,3
1,4,3,3,2,8,1,None,2,89.3,2,2,2,682.0,4,1,4,5,Side salad,4,2,2,5
1,2,2,2,4,2,1,None,5,67.2,3,3,5,1132.0,4,2,2,2,Side salad,3,3,2,5
2,1,3,5,3,5,5,None,6,99.5,3,4,7,3000.0,5,3,3,3,Protein shake,5,1,0,9
2,2,2,2,4,2,6,None,6,82.4,3,2,8,2642.0,3,2,5,5,None,5,2,3,3
3,1,1,3,3,3,1,None,6,62.8,2,4,6,1462.0,5,2,4,3,Dessert pot,3,1,0,8
3,1,2,5,3,4,1,Shellfish,7,83.9,3,4,8,2983.0,5,3,4,2,"Dessert pot,Side salad",4,1,1,6
4,1,2,2,3,2,7,Gluten,8,81.0,3,3,10,3000.0,4,2,1,4,"Protein shake,Dessert pot,Soup",3,1,2,9
3,1,2,4,3,0,2,Dairy,7,86.7,1,4,7,2555.0,5,2,2,2,None,5,2,0,8
2,2,3,2,2,3,4,Soy,3,78.5,4,3,2,735.0,5,2,2,3,"Side salad,Soup",4,3,0,8
3,2,2,5,4,3,5,Shellfish,4,87.0,3,3,4,1146.0,4,2,2,3,"Protein shake,Dessert pot",5,2,1,6
2,2,2,2,3,5,1,None,5,63.4,2,1,6,1377.0,2,2,2,5,Dessert pot,4,3,2,4
2,2,2,3,3,5,3,Dairy,7,88.7,2,3,8,3000.0,3,3,2,4,Dessert pot,5,1,1,6
3,1,2,3,3,2,5,None,6,72.3,3,3,8,2585.0,4,3,3,2,None,4,3,1,9
2,2,2,2,1,5,1,None,8,79.9,1,2,7,1959.0,3,2,1,4,None,4,3,3,8
3,1,2,2,1,4,4,None,4,71.3,3,3,5,1237.0,4,2,3,4,Soup,4,4,2,4
4,1,2,3,4,0,3,None,4,62.5,3,3,3,848.0,4,3,3,4,None,3,3,0,9
4,2,2,4,2,6,7,None,3,73.5,2,3,2,600.0,4,2,1,2,None,3,2,0,3
4,1,2,4,1,1,1,Shellfish,5,97.6,2,3,7,3000.0,4,3,3,2,"Protein shake,Soup",2,2,1,2
2,1,4,4,1,1,5,Gluten,6,98.9,3,3,8,3000.0,3,3,2,3,Side salad,4,1,0,5
2,2,2,2,3,3,1,Shellfish,9,63.3,3,2,8,1677.0,3,1,3,3,None,4,1,1,5
2,2,2,2,3,4,1,"Gluten,Nuts,Shellfish",7,65.1,2,2,6,1856.0,4,1,5,3,"Side salad,Soup",2,1,0,0
2,1,5,1,3,1,1,None,2,58.8,2,3,3,767.0,4,2,1,3,"Protein shake,Soup",3,2,3,5
3,3,2,4,3,0,5,None,3,98.3,3,2,2,892.0,3,3,2,5,Protein shake,5,3,0,8
3,2,2,5,2,4,1,None,0,95.6,2,1,2,805.0,2,2,2,4,None,4,3,0,4
3,2,1,1,1,1,5,None,5,50.5,4,2,7,1304.0,3,3,3,3,None,2,2,2,0
2,1,2,1,1,4,2,None,5,52.3,3,3,6,1305.0,4,3,4,4,Soup,3,3,0,7
1,2,1,1,3,13,5,Gluten,6,53.6,3,3,8,1726.0,4,2,5,2,None,4,2,2,7
2,2,5,2,1,3,1,None,2,79.6,2,1,1,373.0,2,2,4,5,Side salad,3,2,2,7
1,2,3,3,3,2,1,Dairy,8,67.7,4,2,8,2214.0,4,1,3,5,None,4,1,0,5
4,2,3,3,2,5,5,Gluten,6,68.4,3,3,8,1775.0,4,3,3,2,"Protein shake,Soup",5,2,0,3
2,1,3,2,2,4,4,Dairy,4,62.9,4,3,5,1352.0,4,2,2,2,None,5,2,0,4
1,1,2,3,4,1,1,None,4,80.9,3,3,3,796.0,5,1,2,3,None,4,1,0,8
1,1,2,3,1,0,4,None,1,200.0,1,1,3,2826.0,3,1,3,5,None,4,1,0,0
3,1,4,3,3,6,1,None,4,90.3,3,1,4,1437.0,3,1,1,5,"Protein shake,Dessert pot",5,2,0,2
3,2,5,2,1,4,4,None,6,67.9,3,3,8,2580.0,4,2,4,3,"Protein shake,Soup",2,3,3,6
2,1,2,2,1,3,1,None,6,73.6,3,4,5,1193.0,5,2,2,1,Side salad,4,1,3,2
1,3,5,1,2,8,1,None,3,69.6,2,3,5,1410.0,4,2,1,3,None,3,3,1,2
2,2,2,4,1,3,6,None,6,81.8,1,2,5,1457.0,3,2,2,3,None,4,3,0,2
2,1,2,2,3,0,1,None,1,64.8,3,4,1,274.0,5,3,5,3,"Protein shake,Dessert pot,Soup",4,2,0,10
3,1,2,4,2,4,5,None,8,102.4,2,2,10,3000.0,4,1,4,4,None,4,2,1,6
3,2,2,3,1,2,1,Shellfish,2,57.8,3,3,2,475.0,4,3,5,3,Soup,5,2,0,7
2,3,1,1,1,1,1,None,4,49.8,1,3,3,564.0,4,3,5,2,Side salad,1,1,1,1
1,1,2,3,3,1,1,Nuts,6,74.4,4,2,6,1465.0,3,2,4,3,None,4,3,0,5
5,1,2,3,3,3,1,"Gluten,Nuts",3,88.9,2,3,2,599.0,5,2,2,4,"Protein shake,Dessert pot",4,3,1,4
2,2,2,2,2,6,1,None,6,71.2,3,3,7,2280.0,4,2,3,2,Soup,5,2,1,7
3,2,2,2,2,5,1,None,3,79.6,4,4,5,1721.0,5,3,3,3,None,2,1,1,8
1,1,5,1,3,2,1,Gluten,6,67.5,2,3,5,1495.0,3,3,4,4,None,3,4,1,10
2,2,2,1,3,1,1,"Nuts,Shellfish",6,72.1,3,2,7,1714.0,4,1,5,5,Soup,4,3,0,0
1,1,2,1,1,1,5,None,4,52.2,3,3,4,685.0,4,2,3,2,None,4,3,1,6
2,1,1,1,3,12,1,Dairy,6,54.4,3,4,8,1405.0,5,2,2,1,Soup,4,3,1,10
5,1,1,1,3,1,3,"Dairy,Shellfish",5,87.0,1,1,7,2457.0,1,1,2,4,None,3,1,0,2
2,1,3,4,3,6,1,None,6,110.4,1,3,8,3000.0,5,1,2,3,Soup,3,1,3,0
1,1,2,2,3,3,5,"Dairy,Nuts,Soy",2,79.4,2,2,4,1073.0,4,1,1,4,None,3,2,0,2
1,2,3,3,4,1,1,Shellfish,5,70.3,3,3,5,1320.0,4,2,2,3,"Side salad,Soup",5,2,0,5
2,1,1,1,1,2,1,None,7,65.1,1,3,9,2372.0,5,1,2,4,"Protein shake,Dessert pot,Side salad",4,2,1,0
1,1,2,3,4,1,1,"Dairy,Shellfish",8,79.2,3,3,7,2374.0,4,2,4,3,Dessert pot,3,3,2,4
1,1,2,2,2,7,4,None,3,75.5,3,3,5,1697.0,4,2,3,3,"Side salad,Soup",2,2,0,1
3,3,2,5,3,5,5,"Gluten,Nuts",6,102.1,3,3,6,2589.0,4,3,3,3,"Protein shake,Soup",4,2,1,2
2,1,1,1,1,1,1,None,4,47.9,3,1,3,467.0,2,2,3,5,"Dessert pot,Side salad",3,2,0,1
2,1,1,2,2,5,6,None,6,72.4,3,1,5,1498.0,2,1,4,5,Side salad,4,2,1,3
4,2,2,3,3,8,5,"Gluten,Shellfish",5,76.3,1,1,4,1020.0,3,1,3,5,Protein shake,4,4,0,4
1,4,1,1,3,2,1,None,4,39.2,4,3,5,804.0,4,3,2,2,Side salad,4,2,0,6
5,1,5,2,1,2,1,None,4,72.9,3,1,5,1386.0,1,3,2,4,Soup,3,2,2,2
2,2,2,1,2,1,6,None,4,66.8,4,3,6,1466.0,5,1,2,4,None,4,4,2,9
4,2,1,1,1,2,1,None,4,54.9,3,1,5,1090.0,3,1,3,5,"Protein shake,Dessert pot",4,3,0,2
3,2,2,2,4,1,5,Soy,5,68.6,3,3,5,1307.0,4,3,1,4,"Protein shake,Dessert pot",4,2,0,7
4,1,2,4,3,3,6,"Gluten,Shellfish",4,97.5,3,2,6,2649.0,3,2,4,3,None,5,2,2,4
5,2,1,3,1,3,5,"Dairy,Shellfish,Soy",4,86.4,2,2,5,1539.0,3,2,3,4,"Protein shake,Dessert pot",4,1,2,8
2,1,4,3,3,1,4,Shellfish,3,52.7,2,2,4,721.0,3,2,4,4,"Side salad,Soup",4,3,1,2
5,2,5,3,4,1,6,"Gluten,Soy",2,90.2,1,4,2,819.0,5,3,3,3,None,3,3,2,5
2,2,2,3,2,6,5,None,6,66.5,3,2,6,1432.0,3,2,5,3,None,4,4,0,2
2,1,2,2,3,1,1,None,3,55.8,4,1,4,726.0,1,2,3,5,None,3,2,0,3
2,2,1,3,2,5,1,None,8,95.3,3,3,9,3000.0,5,1,4,2,Soup,5,3,2,8
2,1,2,4,3,4,4,None,8,92.7,4,3,9,3000.0,4,2,5,3,Dessert pot,4,4,1,7
1,2,2,3,1,2,6,None,3,92.3,4,3,4,1437.0,4,3,3,3,"Dessert pot,Side salad",5,2,1,6
2,1,2,2,1,1,3,"Gluten,Dairy,Shellfish",2,70.1,3,3,4,1108.0,5,2,3,4,None,4,3,1,6
2,1,2,3,2,5,4,None,21,67.4,2,4,21,3000.0,5,3,4,2,Side salad,5,2,0,6
3,1,2,2,1,2,2,None,4,80.0,3,4,6,2082.0,5,3,3,3,Dessert pot,4,1,2,6
4,2,2,3,3,3,5,None,6,81.1,3,2,7,2129.0,4,1,1,3,Dessert pot,4,3,0,3
2,1,2,2,1,1,1,None,6,90.4,3,3,6,2368.0,4,2,3,4,None,4,2,0,5
2,1,2,4,2,5,5,None,5,99.0,3,3,5,1909.0,5,2,5,2,None,2,3,1,3
2,1,2,4,3,4,6,"Gluten,Nuts",6,89.4,1,3,8,2892.0,5,1,4,4,"Side salad,Soup",4,2,0,10
1,2,4,3,2,5,1,None,2,72.6,1,2,2,602.0,4,1,4,5,"Protein shake,Dessert pot,Side salad",3,2,2,2
1,2,1,1,2,9,7,None,7,42.2,3,1,6,890.0,2,1,2,4,Side salad,5,1,1,2
2,1,3,4,4,5,7,None,5,104.1,2,4,7,2675.0,5,3,4,2,"Dessert pot,Soup",4,3,1,10
2,1,2,2,3,3,6,None,5,67.2,3,2,5,1390.0,3,3,1,3,Soup,5,2,0,2
5,1,1,2,1,2,2,None,6,61.9,3,2,6,1678.0,3,2,5,5,Dessert pot,4,2,1,1
2,1,2,1,2,7,3,None,7,74.8,3,2,8,2835.0,2,2,4,4,None,3,2,0,3
2,1,2,2,4,14,5,None,3,68.0,2,2,5,1373.0,3,2,5,3,Dessert pot,4,2,1,3
2,2,5,4,2,3,2,None,2,83.3,3,4,4,1106.0,5,3,2,1,None,4,3,0,10
1,1,1,1,2,3,1,None,18,61.3,4,2,17,3000.0,2,2,3,4,None,2,3,0,2
2,1,2,2,1,3,6,None,8,64.0,3,2,7,1735.0,3,1,3,4,None,5,2,2,0
3,1,2,3,1,4,4,Soy,9,87.9,4,2,9,2661.0,3,2,3,3,"Dessert pot,Soup",4,4,0,3
2,3,5,3,3,3,1,None,2,92.9,4,2,3,1325.0,3,2,3,3,Side salad,4,1,0,6
2,2,2,4,3,2,1,None,21,86.6,3,3,21,3000.0,4,3,5,4,Soup,5,2,0,7
5,2,5,1,4,0,5,None,2,42.9,3,2,1,200.0,4,1,4,3,"Dessert pot,Side salad,Soup",1,4,0,7
4,1,4,1,3,5,5,None,8,73.2,3,3,10,2511.0,4,2,3,3,None,3,1,0,7
3,1,2,4,1,2,2,None,5,95.4,2,2,5,2076.0,4,1,3,3,None,3,3,0,2
2,1,4,3,1,2,1,Gluten,8,78.4,3,1,9,3000.0,1,3,3,5,"Protein shake,Dessert pot",4,2,0,4
3,1,5,2,4,1,4,None,6,65.7,2,3,5,1569.0,4,2,3,4,Dessert pot,5,2,3,8
1,2,2,1,1,2,1,"Gluten,Dairy,Soy",7,65.0,2,3,7,1548.0,4,2,3,3,Side salad,4,2,0,7
2,2,2,2,1,2,1,Nuts,2,82.9,3,2,3,1102.0,2,3,4,4,None,3,3,0,5
1,2,2,3,4,3,3,"Dairy,Soy",5,67.3,2,3,5,1434.0,4,2,5,3,Side salad,2,2,0,10
2,2,2,2,2,2,4,None,5,82.2,3,1,7,2579.0,2,2,4,4,"Protein shake,Dessert pot",1,1,0,0
2,1,1,2,1,1,3,None,2,78.5,4,2,4,1172.0,3,3,2,3,None,3,2,3,2
1,2,2,1,3,1,5,Gluten,10,37.2,2,3,10,1430.0,4,3,3,2,Dessert pot,4,2,1,4
5,1,2,2,4,1,2,Nuts,6,86.4,3,1,5,1619.0,1,1,3,5,"Protein shake,Soup",4,2,0,0
4,1,2,5,1,0,6,None,9,94.6,3,2,9,3000.0,2,3,2,3,"Dessert pot,Side salad,Soup",4,4,0,9
3,2,2,3,3,2,5,Shellfish,10,81.6,4,1,11,3000.0,2,1,3,4,Side salad,4,4,0,0
2,1,4,4,2,1,5,Gluten,5,82.9,3,1,5,1492.0,2,2,5,5,None,4,2,0,3
4,1,3,1,2,6,1,Dairy,3,54.3,3,1,4,894.0,1,1,2,5,Soup,4,3,0,1
1,1,1,2,4,1,6,None,4,78.9,3,3,5,1342.0,4,3,2,2,"Dessert pot,Soup",4,2,0,10
3,2,2,4,4,1,7,None,6,87.1,3,2,7,1964.0,3,2,4,3,None,5,1,0,7
1,2,2,2,1,0,1,"Nuts,Shellfish",4,51.0,1,4,4,852.0,5,3,2,1,None,5,2,0,2
3,1,5,3,1,2,3,Dairy,1,98.5,3,3,3,1343.0,5,2,4,4,Soup,3,3,0,2
2,2,1,2,1,0,1,None,8,89.3,2,2,10,3000.0,4,1,2,3,"Dessert pot,Side salad",2,2,1,1
4,1,2,3,2,7,1,Soy,2,89.5,4,1,2,750.0,2,2,3,5,Dessert pot,5,2,1,0
4,1,5,2,1,0,2,None,8,52.4,3,4,9,2119.0,5,3,3,1,"Protein shake,Soup",3,1,3,7
1,2,5,2,2,6,1,"Nuts,Soy",6,77.0,3,3,6,1777.0,4,2,3,4,Dessert pot,4,3,0,3
2,2,3,1,1,2,1,None,6,48.0,3,2,8,1767.0,3,1,5,5,Protein shake,5,2,1,3
5,4,3,2,2,3,4,None,7,87.6,3,4,9,3000.0,5,2,1,3,Side salad,1,3,1,10
2,1,1,1,1,2,5,Soy,4,48.3,3,1,6,1070.0,3,1,3,4,"Protein shake,Dessert pot",3,4,1,7
4,2,2,3,3,3,5,"Gluten,Shellfish",5,88.0,3,2,6,2194.0,4,1,4,4,"Protein shake,Soup",3,1,0,6
2,2,2,3,1,4,6,"Nuts,Soy",9,89.3,3,3,8,2345.0,4,2,3,3,None,4,3,3,10
2,2,2,2,1,0,2,None,4,63.5,1,1,3,654.0,2,2,5,4,"Protein shake,Dessert pot",4,1,0,1
2,1,4,5,3,1,3,Shellfish,7,111.8,4,2,9,3000.0,3,2,3,3,None,4,3,0,5
1,2,1,1,3,4,5,"Nuts,Soy",8,73.5,3,4,10,2363.0,5,2,4,1,Soup,5,3,1,9
3,2,2,3,1,3,4,Shellfish,2,97.1,3,3,4,1369.0,4,2,3,2,None,5,2,1,10
2,1,5,2,1,2,1,None,6,85.3,4,3,6,1751.0,3,3,1,3,None,2,2,1,8
2,1,2,3,3,6,1,None,8,78.0,3,3,9,3000.0,4,2,3,4,Soup,5,1,1,4
2,1,5,2,2,6,6,None,5,64.3,4,2,6,1300.0,3,3,2,5,"Protein shake,Soup",3,2,1,0
2,2,5,1,3,2,1,Dairy,10,67.2,3,4,11,2389.0,5,2,3,2,None,3,3,0,1
